Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
ANTIOQUIA,5,CAUCASIA,5154,Bolsa Desplazados,Asignados,2005,33,295007000.0
ANTIOQUIA,5,CHIGORODÓ,5172,Bolsa Desplazados,Asignados,2005,3,26850000.0
ANTIOQUIA,5,CHIGORODÓ,5172,Bolsa Ordinaria,Asignados,2005,2,9000000.0
ANTIOQUIA,5,COPACABANA,5212,Bolsa Desplazados,Asignados,2005,1,8950000.0
ANTIOQUIA,5,DABEIBA,5234,Bolsa Desplazados,Asignados,2005,1,8950000.0
ANTIOQUIA,5,DONMATÍAS,5237,Bolsa Ordinaria,Asignados,2005,12,96138000.0
ANTIOQUIA,5,DONMATÍAS,5237,Bolsa Ordinaria,Renuncias al subsidio,2005,2,16023000.0
ANTIOQUIA,5,EL BAGRE,5250,Bolsa Esfuerzo Territorial,Asignados,2005,26,193614000.0
ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,Bolsa Desplazados,Asignados,2005,22,174496000.0
ANTIOQUIA,5,EL SANTUARIO,5697,Bolsa Desplazados,Asignados,2005,4,22375000.0
ANTIOQUIA,5,ENTRERRÍOS,5264,Bolsa Ordinaria,Apto con subsidio vencido,2005,1,8011500.0
ANTIOQUIA,5,ENTRERRÍOS,5264,Bolsa Ordinaria,Asignados,2005,11,88126500.0
ANTIOQUIA,5,FREDONIA,5282,Bolsa Esfuerzo Territorial,Asignados,2005,10,40360000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Atentados terroristas,Asignados,2005,7,56080500.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Desplazados,Asignados,2005,10,89500000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,4000000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Esfuerzo Territorial,Asignados,2005,11,44000000.0
ANTIOQUIA,5,GUARNE,5318,Bolsa Desplazados,Asignados,2005,6,31325000.0
ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Ordinaria,Asignados,2005,2,12023000.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,2884127.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Esfuerzo Territorial,Asignados,2005,22,67849936.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2005,15,43261905.0
ANTIOQUIA,5,HISPANIA,5353,Bolsa Esfuerzo Territorial,Asignados,2005,68,511224000.0
ANTIOQUIA,5,ITAGÜÍ,5360,Bolsa Ordinaria,Apto con subsidio vencido,2005,1,8011500.0
ANTIOQUIA,5,ITAGÜÍ,5360,Bolsa Ordinaria,Asignados,2005,1,8011500.0
ANTIOQUIA,5,LA CEJA,5376,Bolsa Desplazados,Asignados,2005,15,93975000.0
ANTIOQUIA,5,LA CEJA,5376,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2005,1,4475000.0
ANTIOQUIA,5,LA CEJA,5376,Bolsa Ordinaria,Asignados,2005,3,24034500.0
ANTIOQUIA,5,LA UNIÓN,5400,Bolsa Desplazados,Asignados,2005,7,58175000.0
ANTIOQUIA,5,LA UNIÓN,5400,Bolsa Ordinaria,Asignados,2005,5,40057500.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desplazados,Asignados,2005,1,4475000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Atentados terroristas,Asignados,2005,4,32046000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Atentados terroristas,Renuncias al subsidio,2005,1,8011500.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,2,29814000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2005,4,17900000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Asignados,2005,260,1942063000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,1,8950000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Apto con subsidio vencido,2005,24,178255875.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Asignados,2005,220,1638351750.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2005,2,12017250.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Renuncias al subsidio,2005,21,137530750.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Restitucion de subsidios no aplicados,2005,1,8011500.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2005,3,18025875.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Apto con subsidio vencido,2005,39,297570000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Asignados,2005,742,5661460000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2005,4,30520000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Renuncias al subsidio,2005,9,68670000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Restitución SFV por Vencimiento Vigencia,2005,1,7630000.0
ANTIOQUIA,5,NECHÍ,5495,Bolsa Desplazados,Asignados,2005,2,17900000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Desplazados,Asignados,2005,2,17900000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Esfuerzo Territorial,Asignados,2005,3,24034500.0
ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Esfuerzo Territorial,Asignados,2005,24,113243808.0
ANTIOQUIA,5,PUERTO BERRÍO,5579,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2005,8,37747936.0
ANTIOQUIA,5,REMEDIOS,5604,Bolsa Desplazados,Asignados,2005,1,4475000.0
ANTIOQUIA,5,RETIRO,5607,Bolsa Ordinaria,Asignados,2005,1,8011500.0
ANTIOQUIA,5,RIONEGRO,5615,Bolsa Desplazados,Asignados,2005,22,120825000.0
ANTIOQUIA,5,RIONEGRO,5615,Bolsa Ordinaria,Asignados,2005,6,46543000.0
ANTIOQUIA,5,SAN CARLOS,5649,Bolsa Atentados terroristas,Asignados,2005,6,48069000.0
ANTIOQUIA,5,SAN CARLOS,5649,Bolsa Desplazados,Asignados,2005,71,636932000.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Atentados terroristas,Apto con subsidio vencido,2005,1,8011500.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Atentados terroristas,Asignados,2005,6,48069000.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2005,1,8011500.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Desplazados,Asignados,2005,100,900957000.0
ANTIOQUIA,5,SAN LUIS,5660,Bolsa Desplazados,Asignados,2005,24,214800000.0
ANTIOQUIA,5,SAN PEDRO DE LOS MILAGROS,5664,Bolsa Ordinaria,Restitucion de subsidios no aplicados,2005,1,5341000.0
ANTIOQUIA,5,SAN PEDRO DE URABÁ,5665,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,2,15036000.0
ANTIOQUIA,5,SAN PEDRO DE URABÁ,5665,Bolsa Ordinaria,Restitución SFV Cobro Directo Fiduciaria,2005,18,144207000.0
ANTIOQUIA,5,SAN RAFAEL,5667,Bolsa Desplazados,Asignados,2005,23,179000000.0
ANTIOQUIA,5,SANTA BÁRBARA,5679,Bolsa Esfuerzo Territorial,Asignados,2005,18,52501006.1
ANTIOQUIA,5,SANTO DOMINGO,5690,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7518000.0
ANTIOQUIA,5,SEGOVIA,5736,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7429392.0
ANTIOQUIA,5,SEGOVIA,5736,Bolsa Esfuerzo Territorial,Asignados,2005,1,7429392.0
ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,Apto con subsidio vencido,2005,1,8011500.0
ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,Asignados,2005,6,43190328.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Desplazados,Asignados,2005,96,694957000.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,1,8950000.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Desplazados,Restitución SFV Cobro Directo Fiduciaria,2005,5,35500000.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Esfuerzo Territorial,Asignados,2005,74,522561241.0
ANTIOQUIA,5,TITIRIBÍ,5809,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7518000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,10,131199000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,Asignados,2005,38,518810000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Ordinaria,Apto con subsidio vencido,2005,2,16023000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Ordinaria,Restitución SFV Cobro Directo Fiduciaria,2005,43,344494500.0
ANTIOQUIA,5,TURBO,5837,Habilitación de Titulos,Apto con subsidio vencido,2005,851,97865000.0
ANTIOQUIA,5,TURBO,5837,Habilitación de Titulos,Asignados,2005,1383,158959224.0
ANTIOQUIA,5,TURBO,5837,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,4,460000.0
ANTIOQUIA,5,TURBO,5837,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,637,73255000.0
ANTIOQUIA,5,URRAO,5847,Bolsa Atentados terroristas,Asignados,2005,4,32046000.0
ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,Asignados,2005,2,13425000.0
ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,Asignados,2005,2,17900000.0
ANTIOQUIA,5,YARUMAL,5887,Bolsa Ordinaria,Asignados,2005,6,48069000.0
ANTIOQUIA,5,YONDÓ,5893,Bolsa Atentados terroristas,Apto con subsidio vencido,2005,2,16023000.0
ANTIOQUIA,5,YONDÓ,5893,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2005,1,8011500.0
ANTIOQUIA,5,YONDÓ,5893,Bolsa Esfuerzo Territorial,Asignados,2005,86,645000000.0
ANTIOQUIA,5,YONDÓ,5893,Bolsa Ordinaria,Asignados,2005,22,165000000.0
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Desplazados,Asignados,2006,4,40800000.0
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,Asignados,2006,54,432000000.0
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2006,2,16000000.0
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,3,24000000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,1,7750000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Asignados,2006,3,23250000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,2,15500000.0
ANTIOQUIA,5,ANDES,5034,Bolsa Esfuerzo Territorial,Asignados,2006,7,53452000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,2,17136000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Asignados,2006,32,274176000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2006,1,8568000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,6,51408000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desplazados,Asignados,2006,23,262449000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desplazados,Subsidio Revocado,2006,1,14907000.0
ANTIOQUIA,5,BELLO,5088,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,BELLO,5088,Bolsa Desastres Naturales,Asignados,2006,14,112161000.0
ANTIOQUIA,5,BELLO,5088,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,1,8011500.0
ANTIOQUIA,5,BELLO,5088,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,15,120172500.0
ANTIOQUIA,5,BELLO,5088,Bolsa Desplazados,Asignados,2006,17,162807000.0
ANTIOQUIA,5,BELLO,5088,Bolsa Desplazados,Renuncias al subsidio,2006,1,10200000.0
ANTIOQUIA,5,CAREPA,5147,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,1,10200000.0
ANTIOQUIA,5,CAUCASIA,5154,Bolsa Desplazados,Asignados,2006,45,449342136.0
ANTIOQUIA,5,CHIGORODÓ,5172,Bolsa Desplazados,Asignados,2006,23,342861000.0
ANTIOQUIA,5,CISNEROS,5190,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,CISNEROS,5190,Bolsa Esfuerzo Territorial,Asignados,2006,72,576828000.0
ANTIOQUIA,5,COCORNÁ,5197,Bolsa Atentados terroristas,Apto con subsidio vencido,2006,1,8568000.0
ANTIOQUIA,5,COCORNÁ,5197,Bolsa Atentados terroristas,Asignados,2006,126,1079568000.0
ANTIOQUIA,5,COCORNÁ,5197,Bolsa Atentados terroristas,Renuncia con restitucion de subsidio,2006,1,8568000.0
ANTIOQUIA,5,COCORNÁ,5197,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,2,17136000.0
ANTIOQUIA,5,CÁCERES,5120,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,47,331129150.0
ANTIOQUIA,5,DABEIBA,5234,Bolsa Desplazados,Asignados,2006,1,14907000.0
ANTIOQUIA,5,EL BAGRE,5250,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,1,7390000.0
ANTIOQUIA,5,EL BAGRE,5250,Bolsa Esfuerzo Territorial,Asignados,2006,55,402669000.0
ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,Bolsa Desplazados,Asignados,2006,11,101607000.0
ANTIOQUIA,5,EL SANTUARIO,5697,Bolsa Atentados terroristas,Asignados,2006,80,685440000.0
ANTIOQUIA,5,EL SANTUARIO,5697,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,5,42840000.0
ANTIOQUIA,5,EL SANTUARIO,5697,Bolsa Desplazados,Asignados,2006,3,15300000.0
ANTIOQUIA,5,FREDONIA,5282,Bolsa Esfuerzo Territorial,Asignados,2006,3,11811000.0
ANTIOQUIA,5,GIRARDOTA,5308,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Atentados terroristas,Asignados,2006,82,702576000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Atentados terroristas,Renuncias al subsidio,2006,1,8568000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,4,34272000.0
ANTIOQUIA,5,GRANADA,5313,Bolsa Desplazados,Asignados,2006,28,290307000.0
ANTIOQUIA,5,GUARNE,5318,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,1,2884127.0
ANTIOQUIA,5,GÓMEZ PLATA,5310,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,5,14420635.0
ANTIOQUIA,5,HELICONIA,5347,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,JARDÍN,5364,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,1,7500000.0
ANTIOQUIA,5,LA CEJA,5376,Bolsa Desplazados,Asignados,2006,3,25500000.0
ANTIOQUIA,5,LA UNIÓN,5400,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,LA UNIÓN,5400,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
ANTIOQUIA,5,LA UNIÓN,5400,Bolsa Desplazados,Asignados,2006,7,66300000.0
ANTIOQUIA,5,LIBORINA,5411,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,4,32046000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desastres Naturales,Asignados,2006,28,227661000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,3,24591000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desastres Naturales,Renuncias al subsidio,2006,4,32046000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
ANTIOQUIA,5,MARINILLA,5440,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,37,317016000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desastres Naturales,Asignados,2006,270,2313360000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,2,17136000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2006,1,8568000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,12,102816000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Asignados,2006,229,2100409500.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,4,40014000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa Desplazados,Subsidio Revocado,2006,1,5100000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Apto con subsidio vencido,2006,53,304000000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Asignados,2006,2263,12774075000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Renuncia a la postulación,2006,1,5325000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2006,131,732750000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Renuncias al subsidio,2006,89,487325000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Restitucion de subsidios no aplicados,2006,5,28300000.0
ANTIOQUIA,5,MEDELLÍN,5001,Bolsa unica Nacional,Restitución SFV por Vencimiento Vigencia,2006,464,2613175000.0
ANTIOQUIA,5,NECHÍ,5495,Bolsa Desplazados,Asignados,2006,3,30600000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Atentados terroristas,Asignados,2006,6,51408000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Desplazados,Asignados,2006,4,40800000.0
ANTIOQUIA,5,PEÑOL,5541,Bolsa Esfuerzo Territorial,Asignados,2006,105,737590000.0
ANTIOQUIA,5,RIONEGRO,5615,Bolsa Desplazados,Asignados,2006,12,96900000.0
ANTIOQUIA,5,SABANALARGA,5628,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,SAN CARLOS,5649,Bolsa Atentados terroristas,Apto con subsidio vencido,2006,1,8568000.0
ANTIOQUIA,5,SAN CARLOS,5649,Bolsa Atentados terroristas,Asignados,2006,4,34272000.0
ANTIOQUIA,5,SAN CARLOS,5649,Bolsa Desplazados,Asignados,2006,15,153000000.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,SAN FRANCISCO,5652,Bolsa Desplazados,Asignados,2006,21,218907000.0
ANTIOQUIA,5,SAN LUIS,5660,Bolsa Atentados terroristas,Asignados,2006,8,68544000.0
ANTIOQUIA,5,SAN LUIS,5660,Bolsa Desplazados,Asignados,2006,5,55707000.0
ANTIOQUIA,5,SAN LUIS,5660,Bolsa Esfuerzo Territorial,Asignados,2006,53,398454000.0
ANTIOQUIA,5,SAN PEDRO DE URABÁ,5665,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,100,801150000.0
ANTIOQUIA,5,SAN RAFAEL,5667,Bolsa Desplazados,Asignados,2006,24,239700000.0
ANTIOQUIA,5,SAN RAFAEL,5667,Bolsa Esfuerzo Territorial,Asignados,2006,31,248356500.0
ANTIOQUIA,5,SANTA BÁRBARA,5679,Bolsa Esfuerzo Territorial,Asignados,2006,6,18132336.0
ANTIOQUIA,5,SANTO DOMINGO,5690,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
ANTIOQUIA,5,SEGOVIA,5736,Bolsa Atentados terroristas,Asignados,2006,1,8568000.0
ANTIOQUIA,5,SEGOVIA,5736,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,7,50400000.0
ANTIOQUIA,5,SEGOVIA,5736,Bolsa Esfuerzo Territorial,Asignados,2006,12,86400000.0
ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,Asignados,2006,7,50450000.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Desplazados,Asignados,2006,13,132600000.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,1,6068471.0
ANTIOQUIA,5,TARAZÁ,5790,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,12,70106095.0
ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,13,193791000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,Asignados,2006,47,620610000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Esfuerzo Territorial,Asignados,2006,29,218022000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,3,22554000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2006,13,97734000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2006,19,142842000.0
ANTIOQUIA,5,TURBO,5837,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,25,187950000.0
ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,URRAO,5847,Bolsa Esfuerzo Territorial,Asignados,2006,66,515468000.0
ANTIOQUIA,5,URRAO,5847,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,1,8000000.0
ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,Asignados,2006,5,51000000.0
ANTIOQUIA,5,VENECIA,5861,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,5,10846701.0
ANTIOQUIA,5,VENECIA,5861,Bolsa Esfuerzo Territorial,Asignados,2006,8,18174025.9
ANTIOQUIA,5,VENECIA,5861,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,1,1383642.9
ANTIOQUIA,5,VENECIA,5861,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2006,1,1383642.9
ANTIOQUIA,5,VIGÍA DEL FUERTE,5873,Bolsa Desplazados,Asignados,2006,1,10200000.0
ANTIOQUIA,5,ZARAGOZA,5895,Bolsa Desplazados,Asignados,2006,4,45507000.0
ANTIOQUIA,5,ZARAGOZA,5895,Bolsa Esfuerzo Territorial,Asignados,2006,46,313555455.6
ANTIOQUIA,5,ZARAGOZA,5895,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2006,25,170410573.7
ANTIOQUIA,5,ZARAGOZA,5895,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,12,81797075.36
ANTIOQUIA,5,ZARAGOZA,5895,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,5,34082114.73
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Atentados terroristas,Asignados,2007,3,27323100.0
ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Desplazados,Asignados,2007,21,236382500.0
ANTIOQUIA,5,ALEJANDRÍA,5021,Bolsa Desplazados,Asignados,2007,3,36592000.0
ANTIOQUIA,5,AMAGÁ,5030,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,1,14907000.0
ANTIOQUIA,5,AMAGÁ,5030,Bolsa Desplazados,Asignados,2007,1,14907000.0
ANTIOQUIA,5,AMAGÁ,5030,Bolsa Esfuerzo Territorial,Asignados,2007,25,200287500.0
ANTIOQUIA,5,AMAGÁ,5030,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2007,3,24034500.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Desplazados,Asignados,2007,2,21685000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,13,100750000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Asignados,2007,11,85250000.0
ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,2,15500000.0
ANTIOQUIA,5,ANDES,5034,Bolsa Desplazados,Asignados,2007,2,25749500.0
ANTIOQUIA,5,ANGELÓPOLIS,5036,Bolsa Desplazados,Asignados,2007,6,81313000.0
ANTIOQUIA,5,ANGOSTURA,5038,Bolsa Desplazados,Asignados,2007,1,5421250.0
ANTIOQUIA,5,ANORÍ,5040,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,1,8695750.0
ANTIOQUIA,5,ANORÍ,5040,Bolsa Desplazados,Asignados,2007,2,18296000.0
ANTIOQUIA,5,ANZÁ,5044,Bolsa Desplazados,Asignados,2007,1,10842500.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Asignados,2007,3,25704000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2007,1,8568000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,4,59628000.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desplazados,Asignados,2007,148,1269539750.0
ANTIOQUIA,5,APARTADÓ,5045,Bolsa Desplazados,Subsidio Revocado,2007,1,14907000.0
