Departamento,Código Divipola Departamento,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2013,1805,45644694031.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,14,320159750.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Restitucion de subsidios no aplicados,2013,1,19739319.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2013,154,3320934000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,1,20463000.0
ANTIOQUIA,5,Bolsa Desplazados,Apto con subsidio vencido,2014,1,18480000.0
ANTIOQUIA,5,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2014,2,36960000.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2014,25,462000000.0
ANTIOQUIA,5,Bolsa Desplazados,Renuncias al subsidio,2014,1,18480000.0
ANTIOQUIA,5,Fenómeno de la Niña,Apto con subsidio vencido,2014,1,33577780.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2014,329,8364205238.0
ANTIOQUIA,5,Fenómeno de la Niña,Renuncias al subsidio,2014,9,203191290.0
ANTIOQUIA,5,Macroproyecto,Renuncias al subsidio,2014,8,282960000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2014,5,159412150.07
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2014,5990,209078898153.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2014,2,61350716.69
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,66,2147777146.8
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2014,338,12418057116.76
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,12,453364000.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2015,12,280872888.0
ANTIOQUIA,5,Bolsa Desplazados,Apto con subsidio vencido,2015,1,19330500.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2015,4,71253500.0
ANTIOQUIA,5,Fenómeno de la Niña,Apto con subsidio vencido,2015,1,33577780.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2015,77,2037408276.0
ANTIOQUIA,5,Fenómeno de la Niña,Renuncias al subsidio,2015,5,108783408.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2015,20,206192000.0
ANTIOQUIA,5,MI CASA YA,Asignados,2015,166,1721703200.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2015,7,69589800.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2015,2,20619200.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2015,7,64435000.0
ANTIOQUIA,5,MI CASA YA,Subsidio Revocado,2015,1,12887000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2015,4,130619319.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2015,4775,170743905502.6
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2015,1,41272000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,70,2437833500.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2015,385,12531359750.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,5,176742000.0
ANTIOQUIA,5,VIPA,Perdida de ejecutoriedad de asignación de SFV,2015,34,634684750.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2016,199,9604108150.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Renuncias al subsidio,2016,21,1013498850.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2016,3,56817300.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2016,22,472332017.0
ANTIOQUIA,5,Fenómeno de la Niña,Renuncias al subsidio,2016,1,19739319.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2016,53,587415660.0
ANTIOQUIA,5,MI CASA YA,Asignados,2016,620,6900065640.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,28,292328920.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2016,6,66187680.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2016,26,270266360.0
ANTIOQUIA,5,Macroproyecto,Renuncias al subsidio,2016,1,41367300.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2016,1,38661000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2016,832,29622474349.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,3,110880000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2016,1,30388016.69
ANTIOQUIA,5,VIPA,Apto con subsidio vencido,2016,443,8804340350.0
ANTIOQUIA,5,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,794,16102221525.0
ANTIOQUIA,5,VIPA,Renuncias al subsidio,2016,17,324043850.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2017,26,1342644940.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Renuncias al subsidio,2017,3,154920570.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2017,1,20683650.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2017,10,231814603.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2017,30,461810842.0
ANTIOQUIA,5,MI CASA YA,Asignados,2017,978,14851718644.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,5,61968228.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2017,3,44263020.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2017,33,460335408.0
ANTIOQUIA,5,MI CASA YA,Subsidio Revocado,2017,1,14754340.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2017,19,877889470.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2018,1,23437260.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2018,3,79346595.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2018,34,640618440.0
ANTIOQUIA,5,MI CASA YA,Asignados,2018,1549,27952838760.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,5,78124200.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2018,3,54686940.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2018,26,437495520.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2018,4,218747760.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2019,1,24843480.0
ANTIOQUIA,5,Fenómeno de la Niña,Asignados,2019,5,132613070.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2019,128,2948092960.0
ANTIOQUIA,5,MI CASA YA,Asignados,2019,1774,35925859620.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,1,16562320.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2019,1,16562320.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2019,29,604524680.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2019,3,131888120.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2019,869,46070440635.5
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2019,1,55483772.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2019,3,166409910.2
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Asignados,2019,2,25295865.0
ANTIOQUIA,5,Bolsa Desastres Naturales,Asignados,2020,3,154920570.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2020,3,79002270.0
ANTIOQUIA,5,Casa Digna Vida Digna,Asignados,2020,50,495893874.0
ANTIOQUIA,5,Casa Digna Vida Digna,Renuncias al subsidio,2020,5,48433640.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2020,60,1281592380.0
ANTIOQUIA,5,MI CASA YA,Asignados,2020,1538,31806777630.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,3,52668180.0
ANTIOQUIA,5,MI CASA YA,Renuncia con restitucion de subsidio,2020,3,61446210.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2020,49,1060154150.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2020,3,110880000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2020,161,8065361393.7
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,"Realizó cambio de proyecto, hogar asignado",2020,3,158998272.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2020,2,108483196.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,8,42134544.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2020,137,721554066.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Renuncias al subsidio,2020,6,31600908.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Asignados,2020,267,3417690217.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2020,1,13303885.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,5,64272253.0
ANTIOQUIA,5,Casa Digna Vida Digna,Asignados,2021,514,5298319654.0
ANTIOQUIA,5,Casa Digna Vida Digna,Renuncias al subsidio,2021,20,201400190.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2021,205,4969198350.0
ANTIOQUIA,5,MI CASA YA,Asignados,2021,2924,59583725610.0
ANTIOQUIA,5,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2021,5,109023120.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2021,85,2121956850.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2021,2,73920000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2021,259,13766245899.1
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,"Realizó cambio de proyecto, hogar asignado",2021,7,370995968.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2021,367,2000574252.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2021,1,5451156.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Renuncias al subsidio,2021,4,21804624.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Asignados,2021,843,11090530044.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2021,1,13450380.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,15,201300852.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2022,2,60000000.0
ANTIOQUIA,5,Casa Digna Vida Digna,Asignados,2022,1039,11325683687.0
ANTIOQUIA,5,Casa Digna Vida Digna,Renuncia con restitucion de subsidio,2022,1,10738777.0
ANTIOQUIA,5,Casa Digna Vida Digna,Renuncias al subsidio,2022,23,253760544.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2022,108,2611456640.0
ANTIOQUIA,5,MI CASA YA,Asignados,2022,3208,71764034560.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2022,36,847984100.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2022,14,533567000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2022,1,36960000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2022,103,5786885084.13
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2022,429,2574000000.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2022,3,18000000.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Asignados,2022,520,7699898700.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2022,1,13554432.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,5,75955968.0
ANTIOQUIA,5,Bolsa Desplazados,Asignados,2023,1,34800000.0
ANTIOQUIA,5,MI CASA YA,Apto con subsidio vencido,2023,34,941600000.0
ANTIOQUIA,5,MI CASA YA,Asignados,2023,1934,50193200000.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2023,26,754000000.0
ANTIOQUIA,5,Macroproyecto,Asignados,2023,4,121542608.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2023,3,110880000.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2023,41,3544436881.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2023,303,2108880000.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,8,55680000.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Renuncias al subsidio,2023,3,20880000.0
ANTIOQUIA,5,Casa Digna Vida Digna,Asignados,2024,255,3595212668.0
ANTIOQUIA,5,MI CASA YA,Asignados,2024,1776,51870000000.0
ANTIOQUIA,5,MI CASA YA,Renuncias al subsidio,2024,10,364000000.0
ANTIOQUIA,5,Macroproyecto,Asignados,2024,8,232833583.4
ANTIOQUIA,5,Programa Vivienda Gratuita Fase I,Asignados,2024,5,190690500.0
ANTIOQUIA,5,Programa Vivienda Gratuita Fase II,Asignados,2024,1,55483772.0
ANTIOQUIA,5,Semillero de Propietarios Ahorro,Asignados,2024,3,23400000.0
ANTIOQUIA,5,Semillero de Propietarios Arriendo,Asignados,2024,11,46356000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2003,1,7636000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2003,287,1948268890.0
ATLÁNTICO,8,Bolsa Ordinaria,Apto con subsidio vencido,2003,20,135106000.0
ATLÁNTICO,8,Bolsa Ordinaria,Asignados,2003,555,3934937349.0
ATLÁNTICO,8,Bolsa Ordinaria,Renuncia a la postulación,2003,1,7000020.0
ATLÁNTICO,8,Bolsa Ordinaria,Renuncias al subsidio,2003,5,35312000.0
ATLÁNTICO,8,Bolsa Atentados terroristas,Asignados,2004,1,5012000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2004,2,23857000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2004,423,3816731000.0
ATLÁNTICO,8,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2004,1,14907000.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncia con restitucion de subsidio,2004,2,13425000.0
ATLÁNTICO,8,Bolsa Desplazados,Restitucion de subsidios no aplicados,2004,1,8950000.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2004,1,8950000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2004,2,15036000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2004,458,3355253825.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2004,1,7518000.0
ATLÁNTICO,8,Bolsa Ordinaria,Apto con subsidio vencido,2004,22,165347654.0
ATLÁNTICO,8,Bolsa Ordinaria,Asignados,2004,830,6191942737.0
ATLÁNTICO,8,Bolsa Ordinaria,Renuncias al subsidio,2004,2,15036000.0
ATLÁNTICO,8,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,60,450468000.0
ATLÁNTICO,8,Bolsa unica Nacional,Apto con subsidio vencido,2004,31,233058000.0
ATLÁNTICO,8,Bolsa unica Nacional,Asignados,2004,141,1024604079.0
ATLÁNTICO,8,Bolsa unica Nacional,Restitucion de subsidios no aplicados,2004,4,30072000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2005,149,1409898000.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2005,11,104407000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7518000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2005,305,2333879100.0
ATLÁNTICO,8,Bolsa Ordinaria,Apto con subsidio vencido,2005,81,648931500.0
ATLÁNTICO,8,Bolsa Ordinaria,Asignados,2005,219,1743001150.0
ATLÁNTICO,8,Habilitación de Titulos,Apto con subsidio vencido,2005,54,5805000.0
ATLÁNTICO,8,Habilitación de Titulos,Asignados,2005,2935,315530590.0
ATLÁNTICO,8,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,3,322500.0
ATLÁNTICO,8,Habilitación de Titulos,Renuncias al subsidio,2005,139,14942500.0
ATLÁNTICO,8,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,2313,248647500.0
ATLÁNTICO,8,Subsidios en Especie y complementarios,Asignados,2005,846,6547929252.5
ATLÁNTICO,8,Subsidios en Especie y complementarios,Subsidio Revocado,2005,11,50823350.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,1,8568000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Asignados,2006,146,1250928000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2006,5,42840000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,26,222768000.0
ATLÁNTICO,8,Bolsa Desplazados,Apto con subsidio vencido,2006,8,81600000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,3,40014000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2006,678,7170997944.0
ATLÁNTICO,8,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2006,2,25107000.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,1,10200000.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncias al subsidio,2006,2,19887144.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2006,3,35307000.0
ATLÁNTICO,8,Bolsa Desplazados,Subsidio Revocado,2006,4,45507000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2006,235,1878697000.0
ATLÁNTICO,8,Subsidios en Especie y complementarios,Asignados,2006,11,88126500.0
ATLÁNTICO,8,Bolsa Atentados terroristas,Asignados,2007,1,9107700.0
ATLÁNTICO,8,Bolsa Desplazados,Apto con subsidio vencido,2007,5,53667339.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,14,182164250.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2007,906,10323008548.0
ATLÁNTICO,8,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,1,10842500.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,4,37948750.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncias al subsidio,2007,1,10842500.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2007,4,59628000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,3,25068940.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2007,190,1725955986.6
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2007,139,1112000000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,2,17068940.0
ATLÁNTICO,8,Habilitación de Titulos,Apto con subsidio vencido,2007,5,537500.0
ATLÁNTICO,8,Habilitación de Titulos,Asignados,2007,2373,241972500.0
ATLÁNTICO,8,Habilitación de Titulos,Renuncia con restitucion de subsidio,2007,631,63100000.0
ATLÁNTICO,8,Habilitación de Titulos,Restitucion de subsidios no aplicados,2007,7468,756792000.0
ATLÁNTICO,8,Bolsa Concejales,Asignados,2008,8,80993250.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,1,10153000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Asignados,2008,246,2497638000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2008,32,324896000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,40,406120000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,10,135592000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2008,454,5783516750.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,14907000.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2008,11,163977000.0
ATLÁNTICO,8,Bolsa Desplazados,Subsidio Revocado,2008,1,14907000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2008,185,1679254940.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,1,9100000.0
ATLÁNTICO,8,Bolsa Ordinaria,Asignados,2008,110,1001239300.0
ATLÁNTICO,8,Bolsa Ordinaria,Renuncia a la postulación,2008,1,9107700.0
ATLÁNTICO,8,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,38,346092600.0
ATLÁNTICO,8,Bolsa Saludable,Apto con subsidio vencido,2008,26,95140491.45
ATLÁNTICO,8,Bolsa Saludable,Asignados,2008,1065,3897818806.7
ATLÁNTICO,8,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,1,3691074.0
ATLÁNTICO,8,Bolsa Saludable,Restitucion de subsidios no aplicados,2008,8,28949209.0
ATLÁNTICO,8,Bolsa Saludable,Restitución SFV por Vencimiento Vigencia,2008,2,7377522.45
ATLÁNTICO,8,Bolsa Única Mejoramiento,Asignados,2008,157,783045350.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Restitucion de subsidios no aplicados,2008,1,4987550.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Restitución SFV Cobro Directo Fiduciaria,2008,6,29925300.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Restitución SFV por Vencimiento Vigencia,2008,3,14962650.0
ATLÁNTICO,8,Ahorro Programado Contractual,Apto con subsidio vencido,2009,6,42634020.0
ATLÁNTICO,8,Ahorro Programado Contractual,Asignados,2009,2,14211340.0
ATLÁNTICO,8,Bolsa Concejales,Asignados,2009,5,52174500.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Apto con subsidio vencido,2009,21,213213000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Asignados,2009,76,771628000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Renuncia a la postulación,2009,1,10153000.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2009,62,629486000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,12,178884000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignados,2009,210,3124258750.0
ATLÁNTICO,8,Bolsa Desplazados,Renuncia con restitucion de subsidio,2009,1,14907000.0
ATLÁNTICO,8,Bolsa Desplazados,Restitución SFV por Indemnización,2009,2,29814000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,5,46360000.0
ATLÁNTICO,8,Bolsa Esfuerzo Territorial,Asignados,2009,137,1387095250.0
ATLÁNTICO,8,Bolsa Recicladores,Apto con subsidio vencido,2009,1,10931800.0
ATLÁNTICO,8,Bolsa Recicladores,Asignados,2009,10,109318000.0
ATLÁNTICO,8,Bolsa Recicladores,Renuncia con restitucion de subsidio,2009,2,21863600.0
ATLÁNTICO,8,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,1,10931800.0
ATLÁNTICO,8,Bolsa Saludable,Apto con subsidio vencido,2009,14,49521197.0
ATLÁNTICO,8,Bolsa Saludable,Asignados,2009,190,686165862.0
ATLÁNTICO,8,Bolsa Saludable,Restitución SFV por Vencimiento Vigencia,2009,12,42789442.0
ATLÁNTICO,8,Bolsa unica Nacional,Apto con subsidio vencido,2009,423,4299673700.0
ATLÁNTICO,8,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2009,35,356664150.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Apto con subsidio vencido,2009,6,31802100.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Asignados,2009,47,249069350.0
ATLÁNTICO,8,Bolsa Única Mejoramiento,Restitucion de subsidios no aplicados,2009,7,37103500.0
ATLÁNTICO,8,Macroproyecto,Asignados,2009,150,1639770000.0
ATLÁNTICO,8,Macroproyecto,Renuncias al subsidio,2009,11,120249800.0
ATLÁNTICO,8,Programa Vivienda Gratuita Fase I,Asignados,2009,1,10931800.0
ATLÁNTICO,8,Ahorro Programado Contractual,Apto con subsidio vencido,2010,4,37389000.0
ATLÁNTICO,8,Bolsa Concejales,Apto con subsidio vencido,2010,2,15965000.0
ATLÁNTICO,8,Bolsa Concejales,Asignados,2010,5,56392500.0
ATLÁNTICO,8,Bolsa Desastres Naturales,Asignados,2010,363,4112790000.0
ATLÁNTICO,8,Bolsa Desplazados,Apto con subsidio vencido,2010,2,30900000.0
ATLÁNTICO,8,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,19,293550000.0
